plate	well	depth	expt	round	sample	phage_library	notes	ID	r	io	kind	selection	replicate	name_full	name	method	genotype_CS	background_CS	strain_CS	genotype_S	background_S	strain_S	bio_Notes	category	antigen	genotype_pair	gene_CS	gene_S	notebook	description
6	E11	1	024e_pooled	R5i	15_E11	Synthetic	NA	06-E11	5	i	+	15_E11	1	024e_pooled.15_E11.1.R5i	024e_pooled.15_E11.1	cell_pooled_liquid	tn::rhlR	PA14	NR_37943	WT	PA14	430	NA	QS	pleotropic	rhlR/WT	rhlR	WT	NA	PA14 tn::rhlR / PA14 WT
6	E12	1	024e_pooled	R5i	15_E12	Synthetic	NA	06-E12	5	i	+	15_E12	1	024e_pooled.15_E12.1.R5i	024e_pooled.15_E12.1	cell_pooled_liquid	tn::qscR	PA14	NR_42798	WT	PA14	430	NA	QS	pleotropic	qscR/WT	qscR	WT	NA	PA14 tn::qscR / PA14 WT
6	F1	1	024e_pooled	R5i	15_F1	Synthetic	NA	06-F1	5	i	+	15_F1	1	024e_pooled.15_F1.1.R5i	024e_pooled.15_F1.1	cell_pooled_liquid	WT	PA14	430	tn::rhlR	PA14	NR_37943	NA	QS	pleotropic	WT/rhlR	WT	rhlR	NA	PA14 WT / PA14 tn::rhlR
6	F2	1	024e_pooled	R5i	15_F2	Synthetic	NA	06-F2	5	i	+	15_F2	1	024e_pooled.15_F2.1.R5i	024e_pooled.15_F2.1	cell_pooled_liquid	WT	PA14	430	tn::qscR	PA14	NR_42798	NA	QS	pleotropic	WT/qscR	WT	qscR	NA	PA14 WT / PA14 tn::qscR
6	F3	1	024e_pooled	R5i	15_F3	Synthetic	NA	06-F3	5	i	+	15_F3	1	024e_pooled.15_F3.1.R5i	024e_pooled.15_F3.1	cell_pooled_liquid	tn::pelA	PA14	NR_26187	WT	PA14	430	NA	EPS	pel	pelA/WT	pelA	WT	NA	PA14 tn::pelA / PA14 WT
6	F4	1	024e_pooled	R5i	15_F4	Synthetic	NA	06-F4	5	i	+	15_F4	1	024e_pooled.15_F4.1.R5i	024e_pooled.15_F4.1	cell_pooled_liquid	tn::PA14_61200	PA14	NR_37866	WT	PA14	430	NA	EPS	pel	cdrA/WT	cdrA	WT	NA	PA14 tn::PA14_61200 / PA14 WT
6	F5	1	024e_pooled	R5i	15_F5	Synthetic	NA	06-F5	5	i	+	15_F5	1	024e_pooled.15_F5.1.R5i	024e_pooled.15_F5.1	cell_pooled_liquid	∆pel	PAO1 Parsek	1257	WT	PAO1 Parsek	1256	NA	EPS	pel	pel/WT	pel	WT	NA	PAO1 Parsek ∆pel / PAO1 Parsek WT
6	F6	1	024e_pooled	R5i	15_F6	Synthetic	NA	06-F6	5	i	+	15_F6	1	024e_pooled.15_F6.1.R5i	024e_pooled.15_F6.1	cell_pooled_liquid	∆psl	PAO1 Parsek	1258	WT	PAO1 Parsek	1256	NA	EPS	psl	psl/WT	psl	WT	NA	PAO1 Parsek ∆psl / PAO1 Parsek WT
6	F7	1	024e_pooled	R5i	15_F7	Synthetic	NA	06-F7	5	i	+	15_F7	1	024e_pooled.15_F7.1.R5i	024e_pooled.15_F7.1	cell_pooled_liquid	∆pel ∆psl	PAO1 Parsek	1259	WT	PAO1 Parsek	1256	NA	EPS	pel/psl	pel-psl/WT	pel-psl	WT	NA	PAO1 Parsek ∆pel ∆psl / PAO1 Parsek WT
6	F8	1	024e_pooled	R5i	15_F8	Synthetic	NA	06-F8	5	i	+	15_F8	1	024e_pooled.15_F8.1.R5i	024e_pooled.15_F8.1	cell_pooled_liquid	tn::PA14_49880	PA14	NR_52922	WT	PA14	430	NA	c-di-GMP	???	yfiR/WT	yfiR	WT	NA	PA14 tn::PA14_49880 / PA14 WT
6	F9	1	024e_pooled	R5i	15_F9	Synthetic	NA	06-F9	5	i	+	15_F9	1	024e_pooled.15_F9.1.R5i	024e_pooled.15_F9.1	cell_pooled_liquid	tn::PA14_16480	PA14	NR_29257	WT	PA14	430	NA	c-di-GMP	???	wspF/WT	wspF	WT	NA	PA14 tn::PA14_16480 / PA14 WT
6	F10	1	024e_pooled	R5i	15_F10	Synthetic	NA	06-F10	5	i	+	15_F10	1	024e_pooled.15_F10.1.R5i	024e_pooled.15_F10.1	cell_pooled_liquid	tn::PA14_08450	PA14	NR_23967	WT	PA14	430	NA	c-di-GMP	???	wspA/WT	wspA	WT	NA	PA14 tn::PA14_08450 / PA14 WT
6	F11	1	024e_pooled	R5i	15_F11	Synthetic	NA	06-F11	5	i	+	15_F11	1	024e_pooled.15_F11.1.R5i	024e_pooled.15_F11.1	cell_pooled_liquid	tn::PA14_16470	PA14	NR_25862	WT	PA14	430	NA	c-di-GMP	???	wspE/WT	wspE	WT	NA	PA14 tn::PA14_16470 / PA14 WT
6	F12	1	024e_pooled	R5i	15_F12	Synthetic	NA	06-F12	5	i	+	15_F12	1	024e_pooled.15_F12.1.R5i	024e_pooled.15_F12.1	cell_pooled_liquid	tn::PA14_52230	PA14	NR_35992	WT	PA14	430	NA	iron	ferric enterobactin receptor PirA/FepA	pirA	pirA	NA	NA	PA14 tn::PA14_52230 / PA14 WT
6	G1	1	024e_pooled	R5i	15_G1	Synthetic	NA	06-G1	5	i	+	15_G1	1	024e_pooled.15_G1.1.R5i	024e_pooled.15_G1.1	cell_pooled_liquid	tn::PA14_62350	PA14	NR_28557	WT	PA14	430	NA	iron	PhuR	phuR/WT	phuR	WT	NA	PA14 tn::PA14_62350 / PA14 WT
6	G2	1	024e_pooled	R5i	15_G2	Synthetic	NA	06-G2	5	i	+	15_G2	1	024e_pooled.15_G2.1.R5i	024e_pooled.15_G2.1	cell_pooled_liquid	tn::PA14_62350	PA14	NR_53271	WT	PA14	430	NA	iron	PhuR	phuR/WT	phuR	WT	NA	PA14 tn::PA14_62350 / PA14 WT
6	G3	1	024e_pooled	R5i	15_G3	Synthetic	NA	06-G3	5	i	+	15_G3	1	024e_pooled.15_G3.1.R5i	024e_pooled.15_G3.1	cell_pooled_liquid	tn::tonB	PA14	NR_32482	WT	PA14	430	NA	iron	TonB	tonB/WT	tonB	WT	NA	PA14 tn::tonB / PA14 WT
6	G4	1	024e_pooled	R5i	15_G4	Synthetic	NA	06-G4	5	i	+	15_G4	1	024e_pooled.15_G4.1.R5i	024e_pooled.15_G4.1	cell_pooled_liquid	tn::ampC	PA14	NR_46815	WT	PA14	430	NA	antibiotic resistance	NA	ampC/WT	ampC	WT	NA	PA14 tn::ampC / PA14 WT
6	G5	1	024e_pooled	R5i	15_G5	Synthetic	NA	06-G5	5	i	+	15_G5	1	024e_pooled.15_G5.1.R5i	024e_pooled.15_G5.1	cell_pooled_liquid	tn::cupB5	PA14	NR_53195	WT	PA14	430	NA	cup	cup fimbrae	cupB5/WT	cupB5	WT	NA	PA14 tn::cupB5 / PA14 WT
6	G6	1	024e_pooled	R5i	15_G6	Synthetic	NA	06-G6	5	i	+	15_G6	1	024e_pooled.15_G6.1.R5i	024e_pooled.15_G6.1	cell_pooled_liquid	WT	PAO1	220	∆fliC ∆pilA	PAO1	501	NA	fimbrae	cup fimbrae	WT/∆fliC ∆pilA	WT	∆fliC ∆pilA	NA	PAO1 WT / PAO1 ∆fliC ∆pilA
6	G7	1	024e_pooled	R5i	15_G7	Synthetic	NA	06-G7	5	i	+	15_G7	1	024e_pooled.15_G7.1.R5i	024e_pooled.15_G7.1	cell_pooled_liquid	WT	PAO1	220	∆fliC ∆pilA	PAO1	1112	NA	fimbrae	cup fimbrae	WT/∆fliC ∆pilA	WT	∆fliC ∆pilA	NA	PAO1 WT / PAO1 ∆fliC ∆pilA
6	G8	1	024e_pooled	R5i	15_G8	Synthetic	NA	06-G8	5	i	+	15_G8	1	024e_pooled.15_G8.1.R5i	024e_pooled.15_G8.1	cell_pooled_liquid	tn::mucB	PA14	NR_25615	WT	PA14	430	NA	regulator	NA	mucB/WT	mucB	WT	NA	PA14 tn::mucB / PA14 WT
6	G9	1	024e_pooled	R5i	15_G9	Synthetic	NA	06-G9	5	i	+	15_G9	1	024e_pooled.15_G9.1.R5i	024e_pooled.15_G9.1	cell_pooled_liquid	tn::mucD	PA14	NR_34714	WT	PA14	430	NA	regulator	NA	mucD/WT	mucD	WT	NA	PA14 tn::mucD / PA14 WT
6	G10	1	024e_pooled	R5i	15_G10	Synthetic	NA	06-G10	5	i	+	15_G10	1	024e_pooled.15_G10.1.R5i	024e_pooled.15_G10.1	cell_pooled_liquid	tn::PA14_41270	PA14	NR_28523	WT	PA14	430	NA	regulator	NA	parS/WT	parS	WT	NA	PA14 tn::PA14_41270 / PA14 WT
6	G11	1	024e_pooled	R5i	15_G11	Synthetic	NA	06-G11	5	i	+	15_G11	1	024e_pooled.15_G11.1.R5i	024e_pooled.15_G11.1	cell_pooled_liquid	tn::pvdS	PA14	NR_34241	WT	PA14	430	NA	???	NA	pvdS/WT	pvdS	WT	NA	PA14 tn::pvdS / PA14 WT
6	G12	1	024e_pooled	R5i	15_G12	Synthetic	NA	06-G12	5	i	+	15_G12	1	024e_pooled.15_G12.1.R5i	024e_pooled.15_G12.1	cell_pooled_liquid	tn::pvdA	PA14	NR_30448	WT	PA14	430	NA	pyoveridine	NA	pvdA/WT	pvdA	WT	NA	PA14 tn::pvdA / PA14 WT
6	H1	1	024e_pooled	R5i	15_H1	Synthetic	NA	06-H1	5	i	+	15_H1	1	024e_pooled.15_H1.1.R5i	024e_pooled.15_H1.1	cell_pooled_liquid	tn::PA14_53140	PA14	NR_43246	WT	PA14	430	NA	regulator	??	rbdA/WT	rbdA	WT	NA	PA14 tn::PA14_53140 / PA14 WT
6	H2	1	024e_pooled	R5i	15_H2	Synthetic	NA	06-H2	5	i	+	15_H2	1	024e_pooled.15_H2.1.R5i	024e_pooled.15_H2.1	cell_pooled_liquid	tn::pmrA	PA14	NR_48321	WT	PA14	430	NA	regulator	pleotropic	pmrA/WT	pmrA	WT	NA	PA14 tn::pmrA / PA14 WT
6	H3	1	024e_pooled	R5i	15_H3	Synthetic	NA	06-H3	5	i	+	15_H3	1	024e_pooled.15_H3.1.R5i	024e_pooled.15_H3.1	cell_pooled_liquid	tn::pmrB	PA14	NR_24651	WT	PA14	430	NA	regulator	pleotropic	pmrB/WT	pmrB	WT	NA	PA14 tn::pmrB / PA14 WT
6	H4	1	024e_pooled	R5i	15_H4	Synthetic	NA	06-H4	5	i	+	15_H4	1	024e_pooled.15_H4.1.R5i	024e_pooled.15_H4.1	cell_pooled_liquid	tn::envZ	PA14	NR_54624	WT	PA14	430	NA	regulator	NA	envZ/amgS/WT	envZ	amgS	NA	PA14 tn::envZ / PA14 WT
6	H5	1	024e_pooled	R5i	15_H5	Synthetic	NA	06-H5	5	i	+	15_H5	1	024e_pooled.15_H5.1.R5i	024e_pooled.15_H5.1	cell_pooled_liquid	tn::envZ	PA14	NR_36306	WT	PA14	430	NA	regulator	NA	envZ/amgS/WT	envZ	amgS	NA	PA14 tn::envZ / PA14 WT
6	H6	1	024e_pooled	R5i	15_H6	Synthetic	NA	06-H6	5	i	+	15_H6	1	024e_pooled.15_H6.1.R5i	024e_pooled.15_H6.1	cell_pooled_liquid	tn::PA14_53140	PA14	NR_41299	WT	PA14	430	NA	regulator	NA	rbdA/WT	rbdA	WT	NA	PA14 tn::PA14_53140 / PA14 WT
6	H7	1	024e_pooled	R5i	15_H7	Synthetic	NA	06-H7	5	i	+	15_H7	1	024e_pooled.15_H7.1.R5i	024e_pooled.15_H7.1	cell_pooled_liquid	tn::PA14_53140	PA14	NR_45062	WT	PA14	430	NA	regulator	NA	rbdA/WT	rbdA	WT	NA	PA14 tn::PA14_53140 / PA14 WT
6	H8	1	024e_pooled	R5i	15_H8	Synthetic	NA	06-H8	5	i	+	15_H8	1	024e_pooled.15_H8.1.R5i	024e_pooled.15_H8.1	cell_pooled_liquid	tn::PA14_19340	PA14	NR_29763	WT	PA14	430	NA	regulator	NA	ladS/WT	ladS	WT	NA	PA14 tn::PA14_19340 / PA14 WT
6	H9	1	024e_pooled	R5i	15_H9	Synthetic	NA	06-H9	5	i	+	15_H9	1	024e_pooled.15_H9.1.R5i	024e_pooled.15_H9.1	cell_pooled_liquid	∆hfq	PA103	249	WT	PA103	209	NA	regulator	pleotropic	hfq/WT	hfq	WT	NA	PA103 ∆hfq / PA103 WT
6	H10	1	024e_pooled	R5i	15_H10	Synthetic	NA	06-H10	5	i	+	15_H10	1	024e_pooled.15_H10.1.R5i	024e_pooled.15_H10.1	cell_pooled_liquid	WT	PA103	209	∆hfq	PA103	249	NA	regulator	pleotropic	WT/hfq	WT	hfq	NA	PA103 WT / PA103 ∆hfq
6	H11	1	024e_pooled	R5i	15_H11	Synthetic	NA	06-H11	5	i	+	15_H11	1	024e_pooled.15_H11.1.R5i	024e_pooled.15_H11.1	cell_pooled_liquid	∆flhF ∆vfr	PAK	1176	∆flhF ∆vfr	PAK	1176	possibly contaminated	regulator	pleotropic	flhF/flhF-vfr	flhF	flhF-vfr	NA	PAK ∆flhF ∆vfr / PAK ∆flhF ∆vfr
7	A1	1	024e_pooled	R5i	16_A1	Synthetic	NA	07-A1	5	i	+	16_A1	1	024e_pooled.16_A1.1.R5i	024e_pooled.16_A1.1	cell_pooled_scrape	∆exsA	PA14	1285	∆exsD	PA14	1276	NA	secretion	T3SS	exsA/exsD	exsA	exsD	NA	PA14 ∆exsA / PA14 ∆exsD
7	A2	1	024e_pooled	R5i	16_A2	Synthetic	NA	07-A2	5	i	+	16_A2	1	024e_pooled.16_A2.1.R5i	024e_pooled.16_A2.1	cell_pooled_scrape	∆PA103_4856	PA103	47	∆exsD	PA103	408	NA	secretion	T3SS	retS/exsD	retS	exsD	NA	PA103 ∆PA103_4856 / PA103 ∆exsD
7	A3	1	024e_pooled	R5i	16_A3	Synthetic	NA	07-A3	5	i	+	16_A3	1	024e_pooled.16_A3.1.R5i	024e_pooled.16_A3.1	cell_pooled_scrape	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
7	A4	1	024e_pooled	R5i	16_A4	Synthetic	NA	07-A4	5	i	+	16_A4	1	024e_pooled.16_A4.1.R5i	024e_pooled.16_A4.1	cell_pooled_scrape	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
7	A5	1	024e_pooled	R5i	16_A5	Synthetic	NA	07-A5	5	i	+	16_A5	1	024e_pooled.16_A5.1.R5i	024e_pooled.16_A5.1	cell_pooled_scrape	∆PA103_4856	PA103	47	WT	PA103	209	NA	regulator	pleotropic	retS/WT	retS	WT	NA	PA103 ∆PA103_4856 / PA103 WT
7	A6	1	024e_pooled	R5i	16_A6	Synthetic	NA	07-A6	5	i	+	16_A6	1	024e_pooled.16_A6.1.R5i	024e_pooled.16_A6.1	cell_pooled_scrape	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
7	A7	1	024e_pooled	R5i	16_A7	Synthetic	NA	07-A7	5	i	+	16_A7	1	024e_pooled.16_A7.1.R5i	024e_pooled.16_A7.1	cell_pooled_scrape	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
7	A8	1	024e_pooled	R5i	16_A8	Synthetic	NA	07-A8	5	i	+	16_A8	1	024e_pooled.16_A8.1.R5i	024e_pooled.16_A8.1	cell_pooled_scrape	WT	PA103	209	∆PA103_4856	PA103	47	NA	regulator	pleotropic	WT/retS	WT	retS	NA	PA103 WT / PA103 ∆PA103_4856
7	A9	1	024e_pooled	R5i	16_A9	Synthetic	NA	07-A9	5	i	+	16_A9	1	024e_pooled.16_A9.1.R5i	024e_pooled.16_A9.1	cell_pooled_scrape	WT	PA14	430	tn::PA14_52260	PA14	NR_47013	NA	regulator	pleotropic	WT/gacS	WT	gacS	NA	PA14 WT / PA14 tn::PA14_52260
7	A10	1	024e_pooled	R5i	16_A10	Synthetic	NA	07-A10	5	i	+	16_A10	1	024e_pooled.16_A10.1.R5i	024e_pooled.16_A10.1	cell_pooled_scrape	WT	PA14	430	tn::PA14_52260	PA14	NR_47013	NA	regulator	pleotropic	WT/gacS	WT	gacS	NA	PA14 WT / PA14 tn::PA14_52260
7	A11	1	024e_pooled	R5i	16_A11	Synthetic	NA	07-A11	5	i	+	16_A11	1	024e_pooled.16_A11.1.R5i	024e_pooled.16_A11.1	cell_pooled_scrape	WT	PA103	209	fleQ(V240G)	PA103	979	NA	motility	flagellum	WT/fleQ_PA103(V240G)	WT	fleQ_PA103(V240G)	NA	PA103 WT / PA103 fleQ(V240G)
7	A12	1	024e_pooled	R5i	16_A12	Synthetic	NA	07-A12	5	i	+	16_A12	1	024e_pooled.16_A12.1.R5i	024e_pooled.16_A12.1	cell_pooled_scrape	tn::fleQ	PA14	NR_24554	WT	PA14	430	NA	motility	flagellum	fleQ/WT	fleQ	WT	NA	PA14 tn::fleQ / PA14 WT
7	B1	1	024e_pooled	R5i	16_B1	Synthetic	NA	07-B1	5	i	+	16_B1	1	024e_pooled.16_B1.1.R5i	024e_pooled.16_B1.1	cell_pooled_scrape	WT	PAK	517	∆fleN	PAK	1299	NA	motility	flagellum	WT/fleN	WT	fleN	NA	PAK WT / PAK ∆fleN
7	B2	1	024e_pooled	R5i	16_B2	Synthetic	NA	07-B2	5	i	+	16_B2	1	024e_pooled.16_B2.1.R5i	024e_pooled.16_B2.1	cell_pooled_scrape	WT	PA14	430	tn::fleN	PA14	NR_25096	NA	motility	flagellum	WT/fleN	WT	fleN	NA	PA14 WT / PA14 tn::fleN
7	B3	1	024e_pooled	R5i	16_B3	Synthetic	NA	07-B3	5	i	+	16_B3	1	024e_pooled.16_B3.1.R5i	024e_pooled.16_B3.1	cell_pooled_scrape	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	NA	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
7	B4	1	024e_pooled	R5i	16_B4	Synthetic	NA	07-B4	5	i	+	16_B4	1	024e_pooled.16_B4.1.R5i	024e_pooled.16_B4.1	cell_pooled_scrape	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	possibly contaminated	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
7	B5	1	024e_pooled	R5i	16_B5	Synthetic	NA	07-B5	5	i	+	16_B5	1	024e_pooled.16_B5.1.R5i	024e_pooled.16_B5.1	cell_pooled_scrape	tn::fleQ	PA14	NR_24554	tn::fleN	PA14	NR_25096	NA	motility	flagellum	fleQ/fleN	fleQ	fleN	NA	PA14 tn::fleQ / PA14 tn::fleN
7	B6	1	024e_pooled	R5i	16_B6	Synthetic	NA	07-B6	5	i	+	16_B6	1	024e_pooled.16_B6.1.R5i	024e_pooled.16_B6.1	cell_pooled_scrape	NA	SA113	NA	∆fleN	PAK	1299	NA	motility	flagellum	SA113/fleN	SA113	fleN	NA	SA113 NA / PAK ∆fleN
7	B7	1	024e_pooled	R5i	16_B7	Synthetic	NA	07-B7	5	i	+	16_B7	1	024e_pooled.16_B7.1.R5i	024e_pooled.16_B7.1	cell_pooled_scrape	NA	SA113	NA	WT	PAK	517	NA	motility	flagellum	SA113/WT	SA113	WT	NA	SA113 NA / PAK WT
7	B8	1	024e_pooled	R5i	16_B8	Synthetic	NA	07-B8	5	i	+	16_B8	1	024e_pooled.16_B8.1.R5i	024e_pooled.16_B8.1	cell_pooled_scrape	NA	SA113	NA	WT	PA14	430	NA	motility	flagellum	SA113/WT	SA113	WT	NA	SA113 NA / PA14 WT
7	B9	1	024e_pooled	R5i	16_B9	Synthetic	NA	07-B9	5	i	+	16_B9	1	024e_pooled.16_B9.1.R5i	024e_pooled.16_B9.1	cell_pooled_scrape	∆pilQ	PAO1	1052	WT	PAO1	220	NA	motility	flagellum	pilQ/WT	pilQ	WT	NA	PAO1 ∆pilQ / PAO1 WT
7	B10	1	024e_pooled	R5i	16_B10	Synthetic	NA	07-B10	5	i	+	16_B10	1	024e_pooled.16_B10.1.R5i	024e_pooled.16_B10.1	cell_pooled_scrape	∆pilQ	PA103	1053	WT	PA103	209	NA	motility	T4P/flagellum	pilQ/PA103_fleQ	pilQ	PA103_fleQ	NA	PA103 ∆pilQ / PA103 WT
7	B11	1	024e_pooled	R5i	16_B11	Synthetic	NA	07-B11	5	i	+	16_B11	1	024e_pooled.16_B11.1.R5i	024e_pooled.16_B11.1	cell_pooled_scrape	tn::pilQ	PA14	NR_41699	tn::fleQ	PA14	NR_24554	NA	motility	T4P/flagellum	pilQ/fleQ	pilQ	fleQ	NA	PA14 tn::pilQ / PA14 tn::fleQ
7	B12	1	024e_pooled	R5i	16_B12	Synthetic	NA	07-B12	5	i	+	16_B12	1	024e_pooled.16_B12.1.R5i	024e_pooled.16_B12.1	cell_pooled_scrape	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	PAO1 MB5919	1377	WT	PAO1 MB5919	1376	NA	efflux	all efflux	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH/WT	∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH	WT	NA	PAO1 MB5919 ∆(mexAB-oprM) ∆(mexCD-oprJ) ∆mexJKL ∆(mexHI-opmD) ∆opmH / PAO1 MB5919 WT
7	C1	1	024e_pooled	R5i	16_C1	Synthetic	NA	07-C1	5	i	+	16_C1	1	024e_pooled.16_C1.1.R5i	024e_pooled.16_C1.1	cell_pooled_scrape	tn::oprM	PA14	NR_38915	tn::PA14_16280	PA14	NR_31143	NA	efflux	MexAB-OprM	oprM/nalC	oprM	nalC	NA	PA14 tn::oprM / PA14 tn::PA14_16280
7	C2	1	024e_pooled	R5i	16_C2	Synthetic	NA	07-C2	5	i	+	16_C2	1	024e_pooled.16_C2.1.R5i	024e_pooled.16_C2.1	cell_pooled_scrape	tn::oprM	PA14	NR_38915	tn::PA14_16790	PA14	NR_48660	NA	efflux	MexAB-OprM	oprM/nalC	oprM	nalC	NA	PA14 tn::oprM / PA14 tn::PA14_16790
7	C3	1	024e_pooled	R5i	16_C3	Synthetic	NA	07-C3	5	i	+	16_C3	1	024e_pooled.16_C3.1.R5i	024e_pooled.16_C3.1	cell_pooled_scrape	tn::oprM	PA14	NR_38915	tn::PA14_18080	PA14	NR_27882	NA	efflux	MexAB-OprM	oprM/nalD	oprM	nalD	NA	PA14 tn::oprM / PA14 tn::PA14_18080
7	C4	1	024e_pooled	R5i	16_C4	Synthetic	NA	07-C4	5	i	+	16_C4	1	024e_pooled.16_C4.1.R5i	024e_pooled.16_C4.1	cell_pooled_scrape	tn::oprM	PA14	NR_38915	tn::PA14_38380	PA14	NR_41094	NA	efflux	MexXY-OprM	oprM/mexZ	oprM	mexZ	NA	PA14 tn::oprM / PA14 tn::PA14_38380
7	C5	1	024e_pooled	R5i	16_C5	Synthetic	NA	07-C5	5	i	+	16_C5	1	024e_pooled.16_C5.1.R5i	024e_pooled.16_C5.1	cell_pooled_scrape	tn::oprD	PA14	NR_35173	WT	PA14	430	NA	efflux	OprD	oprD/WT	oprD	WT	NA	PA14 tn::oprD / PA14 WT
7	C6	1	024e_pooled	R5i	16_C6	Synthetic	NA	07-C6	5	i	+	16_C6	1	024e_pooled.16_C6.1.R5i	024e_pooled.16_C6.1	cell_pooled_scrape	tn::oprL	PA14	NR_24047	WT	PA14	430	NA	efflux	OprL	oprL/WT	oprL	WT	NA	PA14 tn::oprL / PA14 WT
7	C7	1	024e_pooled	R5i	16_C7	Synthetic	NA	07-C7	5	i	+	16_C7	1	024e_pooled.16_C7.1.R5i	024e_pooled.16_C7.1	cell_pooled_scrape	tn::oprF	PA14	NR_23102	WT	PA14	430	NA	efflux	OprF	oprF/WT	oprF	WT	NA	PA14 tn::oprF / PA14 WT
7	C8	1	024e_pooled	R5i	16_C8	Synthetic	NA	07-C8	5	i	+	16_C8	1	024e_pooled.16_C8.1.R5i	024e_pooled.16_C8.1	cell_pooled_scrape	tn::oprG	PA14	NR_41551	WT	PA14	430	NA	efflux	OprG	oprG/WT	oprG	WT	NA	PA14 tn::oprG / PA14 WT
7	C9	1	024e_pooled	R5i	16_C9	Synthetic	NA	07-C9	5	i	+	16_C9	1	024e_pooled.16_C9.1.R5i	024e_pooled.16_C9.1	cell_pooled_scrape	tn::PA14_14910	PA14	NR_40644	WT	PA14	430	NA	efflux	porin	bamB/WT	bamB	WT	NA	PA14 tn::PA14_14910 / PA14 WT
7	C10	1	024e_pooled	R5i	16_C10	Synthetic	NA	07-C10	5	i	+	16_C10	1	024e_pooled.16_C10.1.R5i	024e_pooled.16_C10.1	cell_pooled_scrape	tn::PA14_51260	PA14	NR_38046	WT	PA14	430	NA	efflux	porin	bamC/WT	bamC	WT	NA	PA14 tn::PA14_51260 / PA14 WT
7	C11	1	024e_pooled	R5i	16_C11	Synthetic	NA	07-C11	5	i	+	16_C11	1	024e_pooled.16_C11.1.R5i	024e_pooled.16_C11.1	cell_pooled_scrape	tn::mexA	PA14	NR_26977	WT	PA14	430	NA	efflux	MexA	mexA/WT	mexA	WT	NA	PA14 tn::mexA / PA14 WT
7	D1	1	024e_pooled	R5i	16_D1	Synthetic	NA	07-D1	5	i	+	16_D1	1	024e_pooled.16_D1.1.R5i	024e_pooled.16_D1.1	cell_pooled_scrape	tn::mexT	PA14	NR_46755	WT	PA14	430	NA	efflux	MexT	mexT/WT	mexT	WT	NA	PA14 tn::mexT / PA14 WT
7	D2	1	024e_pooled	R5i	16_D2	Synthetic	NA	07-D2	5	i	+	16_D2	1	024e_pooled.16_D2.1.R5i	024e_pooled.16_D2.1	cell_pooled_scrape	tn::mexI	PA14	NR_43615	WT	PA14	430	NA	efflux	MexI	mexI/WT	mexI	WT	NA	PA14 tn::mexI / PA14 WT
7	D3	1	024e_pooled	R5i	16_D3	Synthetic	NA	07-D3	5	i	+	16_D3	1	024e_pooled.16_D3.1.R5i	024e_pooled.16_D3.1	cell_pooled_scrape	tn::mexD	PA14	NR_48179	WT	PA14	430	NA	efflux	MexC	mexC/WT	mexC	WT	NA	PA14 tn::mexD / PA14 WT
7	D4	1	024e_pooled	R5i	16_D4	Synthetic	NA	07-D4	5	i	+	16_D4	1	024e_pooled.16_D4.1.R5i	024e_pooled.16_D4.1	cell_pooled_scrape	tn::mexC	PA14	NR_36142	WT	PA14	430	NA	efflux	MexD	mexD/WT	mexD	WT	NA	PA14 tn::mexC / PA14 WT
7	D5	1	024e_pooled	R5i	16_D5	Synthetic	NA	07-D5	5	i	+	16_D5	1	024e_pooled.16_D5.1.R5i	024e_pooled.16_D5.1	cell_pooled_scrape	tn::mexE	PA14	NR_54850	WT	PA14	430	NA	efflux	MexE	mexE/WT	mexE	WT	NA	PA14 tn::mexE / PA14 WT
7	D6	1	024e_pooled	R5i	16_D6	Synthetic	NA	07-D6	5	i	+	16_D6	1	024e_pooled.16_D6.1.R5i	024e_pooled.16_D6.1	cell_pooled_scrape	tn::mexF	PA14	NR_35559	WT	PA14	430	NA	efflux	MexF	mexF/WT	mexF	WT	NA	PA14 tn::mexF / PA14 WT
7	D7	1	024e_pooled	R5i	16_D7	Synthetic	NA	07-D7	5	i	+	16_D7	1	024e_pooled.16_D7.1.R5i	024e_pooled.16_D7.1	cell_pooled_scrape	tn::mexH	PA14	NR_40815	WT	PA14	430	NA	efflux	MexH	mexH/WT	mexH	WT	NA	PA14 tn::mexH / PA14 WT
